številka izvajalca;šifra nadrejenega;šifra osnovni;šifra podrejeni;šifra lokacije;naziv organizacije (pravne osebe);dodatni naziv;naslov - ulica in hišna številka;naslov - pošta;šifra VZD;naziv VZD;šifra pravnega statusa izvajalca;opis pravnega statusa izvajalca;šifra tipa izvajalca;opis tipa izvajalca;šifra občine;ime občine;šifra ZZV;izberi 1 za izvajalec samo 1X;število vrstic (VZD-jev) pri posameznemu izvajalcu
12617;;12617;;01;DOM UPOKOJENCEV J. MIKLAVŽA IDRIJA;LOKACIJA SPODNJA IDRIJA;IDRIJSKA 26;5281 SPODNJA IDRIJA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;036;IDRIJA;5;0;5
12623;;12623;;00;DOM UPOKOJENCEV VRHNIKA;;IDRIJSKA CESTA 13;1360 VRHNIKA;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;140;VRHNIKA;5;1;2
12623;;12623;;00;DOM UPOKOJENCEV VRHNIKA;;IDRIJSKA CESTA 13;1360 VRHNIKA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;140;VRHNIKA;5;0;2
12626;;12626;;00;DOM UPOKOJENCEV CENTER;;TABOR 10;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;1;2
12626;;12626;;01;DOM UPOKOJENCEV CENTER;DOM UPOKOJENCEV POLJANE;ULICA JANEZA PAVLA II. 4;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;2
12631;;12631;;00;DSO LJUBLJANA-ŠIŠKA;;KUNAVERJEVA ULICA 15;1000 LJUBLJANA;507;Fizioterapija;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;1;4
12631;;12631;;00;DSO LJUBLJANA-ŠIŠKA;;KUNAVERJEVA ULICA 15;1000 LJUBLJANA;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12631;;12631;;00;DSO LJUBLJANA-ŠIŠKA;;KUNAVERJEVA ULICA 15;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12631;;12631;;00;DSO LJUBLJANA-ŠIŠKA;;KUNAVERJEVA ULICA 15;1000 LJUBLJANA;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12635;;12635;;00;ZGN LJUBLJANA;;VOJKOVA CESTA 74;1000 LJUBLJANA;509;Logopedija;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;1;3
12635;;12635;;00;ZGN LJUBLJANA;;VOJKOVA CESTA 74;1000 LJUBLJANA;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;3
12635;;12635;;00;ZGN LJUBLJANA;;VOJKOVA CESTA 74;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;3
12638;;12638;;00;CENTER JANEZA LEVCA LJUBLJANA;;KARLOVŠKA CESTA 18;1000 LJUBLJANA;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;1;4
12638;;12638;;00;CENTER JANEZA LEVCA LJUBLJANA;;KARLOVŠKA CESTA 18;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12638;;12638;;01;ZAVOD JANEZA LEVCA;ODDELKI VZGOJE IN IZOBRAŽEVANJA;ŠMARTINSKA CESTA 96;1000 LJUBLJANA;506;Delovna terapija;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12638;;12638;;02;ZAVOD JANEZA LEVCA;OSNOVNA ŠOLA S PRILAGOJENIM PROGRAMOM;LEVSTIKOV TRG 1;1000 LJUBLJANA;507;Fizioterapija;1;JAVNI ZAVOD;11;IZOBRAŽEVALNE USTANOVE;061;LJUBLJANA;5;0;4
12642;;12642;;00;VDC TONČKE HOČEVAR;;VODNIKOVA CESTA 56;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;1;4
12642;;12642;;01;VARSTVENO DELOVNI CENTER TONČKE HOČEVAR;LOKACIJA POKOPALIŠKA;POKOPALIŠKA 11;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12642;;12642;;02;VARSTVENO DELOVNI CENTER TONČKE HOČEVAR;LOKACIJA VOJKOVA;VOJKOVA 58;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12642;;12642;;03;VARSTVENO DELOVNI CENTER TONČKE HOČEVAR;LOKACIJA ZELENA JAMA;ZVEZNA 18;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12647;;12647;;00;SZŠ;;POLJANSKA CESTA 61;1000 LJUBLJANA;711;Srednješolsko poklicno in strokovno izobraževanje;1;JAVNI ZAVOD;11;IZOBRAŽEVALNE USTANOVE;061;LJUBLJANA;5;1;1
12651;;12651;;00;DOM UPOKOJENCEV DOMŽALE;;KARANTANSKA CESTA 5;1230 DOMŽALE;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;023;DOMŽALE;5;1;3
12651;;12651;;00;DOM UPOKOJENCEV DOMŽALE;;KARANTANSKA CESTA 5;1230 DOMŽALE;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;023;DOMŽALE;5;0;3
12651;;12651;;00;DOM UPOKOJENCEV DOMŽALE;;KARANTANSKA CESTA 5;1230 DOMŽALE;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;023;DOMŽALE;5;0;3
12654;;12654;;00;DSO LJUBLJANA MOSTE-POLJE;;OB SOTOČJU 9;1000 LJUBLJANA;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;1;2
12654;;12654;;00;DSO LJUBLJANA MOSTE-POLJE;;OB SOTOČJU 9;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;2
12656;;12656;;00;PRIZMA PONIKVE;;PONIKVE 76;1312 VIDEM - DOBREPOLJE;506;Delovna terapija;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;020;DOBREPOLJE;5;1;3
12656;;12656;;00;PRIZMA PONIKVE;;PONIKVE 76;1312 VIDEM - DOBREPOLJE;507;Fizioterapija;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;020;DOBREPOLJE;5;0;3
12656;;12656;;00;PRIZMA PONIKVE;;PONIKVE 76;1312 VIDEM - DOBREPOLJE;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;020;DOBREPOLJE;5;0;3
12660;;12660;;00;ZAVOD ZA SLEPO IN SLABOVIDNO MLADINO LJUBLJANA;;LANGUSOVA ULICA 8;1000 LJUBLJANA;709;Osnovnošolsko izobraževanje;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;1;1
12662;;12662;;00;VIZ VIŠNJA GORA;;CESTA DOLENJSKEGA ODREDA 19;1294 VIŠNJA GORA;711;Srednješolsko poklicno in strokovno izobraževanje;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;039;IVANČNA GORICA;5;1;1
12664;;12664;;00;VIZ SMLEDNIK;;VALBURGA 5;1216 SMLEDNIK;711;Srednješolsko poklicno in strokovno izobraževanje;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;071;MEDVODE;5;1;1
12681;;12681;;00;MINISTRSTVO ZA ZDRAVJE;;ŠTEFANOVA ULICA 5;1000 LJUBLJANA;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;1;JAVNI ZAVOD;09;UPRAVNI ORGANI;061;LJUBLJANA;5;1;3
12681;;12681;;01;ZDRAVSTVENI INŠPEKTORAT RS;;PARMOVA ULICA 33;1000 LJUBLJANA;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;1;JAVNI ZAVOD;09;UPRAVNI ORGANI;061;LJUBLJANA;5;0;3
12681;;12681;;03;URAD REPUBLIKE SLOVENIJE ZA KEMIKALIJE;;AJDOVŠČINA 4;1000 LJUBLJANA;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;1;JAVNI ZAVOD;09;UPRAVNI ORGANI;061;LJUBLJANA;5;0;3
12731;;12731;;00;DOM GROSUPLJE;;OB GROSUPELJŠČICI 28;1290 GROSUPLJE;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;032;GROSUPLJE;5;1;2
12731;;12731;;00;DOM GROSUPLJE;;OB GROSUPELJŠČICI 28;1290 GROSUPLJE;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;032;GROSUPLJE;5;0;2
12733;;12733;;00;ZAVOD DOM MARIJE IN MARTE - KARITAS LOGATEC, DOM ZA OSTARELE;;ŠOLSKA POT 1;1370 LOGATEC;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;064;LOGATEC;5;1;1
12735;;12735;;00;DSO KAMNIK;;NEVELJSKA POT 26;1241 KAMNIK;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;043;KAMNIK;5;1;2
12735;;12735;;00;DSO KAMNIK;;NEVELJSKA POT 26;1241 KAMNIK;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;043;KAMNIK;5;0;2
12737;;12737;;00;DOM STAREJŠIH OBČANOV LJUBLJANA VIČ RUDNIK;;CESTA NA BOKALCE 51;1000 LJUBLJANA;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;1;4
12737;;12737;;00;DOM STAREJŠIH OBČANOV LJUBLJANA VIČ RUDNIK;;CESTA NA BOKALCE 51;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12737;;12737;;01;DOM STAREJŠIH OBČANOV LJUBLJNA VIČ RUDNIK;ENOTA KOLEZIJA;KOPALIŠKA ULICA 10;1000 LJUBLJANA;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12737;;12737;;01;DOM STAREJŠIH OBČANOV LJUBLJNA VIČ RUDNIK;ENOTA KOLEZIJA;KOPALIŠKA ULICA 10;1000 LJUBLJANA;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;061;LJUBLJANA;5;0;4
12739;;12739;;00;DOM STAREJŠIH OBČANOV KOČEVJE;;ROŠKA CESTA 22;1330 KOČEVJE;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;048;KOČEVJE;5;1;1
12741;;12741;;00;DOM STAREJŠIH HRASTNIK;;NOVI LOG 4 A;1430 HRASTNIK;602;Dnevno varstvo v socialnovarstvenih zavodih;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;034;HRASTNIK;5;1;2
12741;;12741;;00;DOM STAREJŠIH HRASTNIK;;NOVI LOG 4 A;1430 HRASTNIK;644;Zdravstvena nega v dejavnosti nastanitvenih ustanov za bolniško nego;1;JAVNI ZAVOD;07;SOCIALNI ZAVOD;034;HRASTNIK;5;0;2
12805;;12805;;00;KIKELJ STOJAN;ZOBOTEHNIK;DUNAJSKA CESTA 160;1000 LJUBLJANA;714;Zobotehnika;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;1
12807;;12807;;00;PUHARIČ NADA;ZDRAVNIK-STOMATOLOG;DUNAJSKA 160;1000 LJUBLJANA;404;Splošno zobozdravstvo;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;1
12809;;12809;;00;KLARA MIHELIČ - AMBULANTA GINEKOLOGIJE IN PORODNIŠTVA;;STARE ČRNUČE 3;1231 LJUBLJANA - ČRNUČE;206;Ginekologija in porodništvo v specialistični zunajbolnišnični dejavnosti;3;ZASEBNI ZDR.DELAVEC;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;1;1
12811;;12811;;00;KOCJAN-ANŽIČ MARTA;ZOBOZDRAVNICA;VERŠIČEVA ULICA 15;1000 LJUBLJANA;406;Zobne bolezni in endodontija;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;1
12813;;12813;;00;ISMET MEDJEDOVIĆ - KIRURŠKA AMBULANTA;;ZALOŠKA CESTA 159;1000 LJUBLJANA;234;Splošna kirurgija v specialistični zunajbolnišnični dejavnosti;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;1
12815;;12815;;00;MEDICOPHARMACIA, D.O.O.;;VEROVŠKOVA ULICA 72;1000 LJUBLJANA;705;Trgovina na debelo s farmacevtskimi izdelki;2;ZASEBNI ZAVOD;12;FARMACEVSTKA INDUSTRIJA;061;LJUBLJANA;5;1;1
12818;;12818;;00;SPLOŠNA AMBULANTA DR. AHLIN, KAMNIK;;NOVI TRG 26 A;1241 KAMNIK;302;Splošna in družinska medicina;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;043;KAMNIK;5;1;2
12818;;12818;;00;SPLOŠNA AMBULANTA DR. AHLIN, KAMNIK;;NOVI TRG 26 A;1241 KAMNIK;346;Javno zdravje v splošni zunajbolnišnični dejavnosti;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;043;KAMNIK;5;0;2
12820;;12820;;00;ČIBEJ MIRAN;STOMATOLOG;VODOVODNA CESTA 69;1000 LJUBLJANA;404;Splošno zobozdravstvo;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;1
12822;;12822;;00;TEMZA, D.O.O.;;DUNAJSKA CESTA 198;1000 LJUBLJANA;230;Psihiatrija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;1;4
12822;;12822;;01;AHLIN-ROTAR DRAGOMIRA;LOKACIJA CERKNICA;CERKNICA;1380 CERKNICA;230;Psihiatrija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;013;CERKNICA;5;0;4
12822;;12822;;02;AHLIN-ROTAR DRAGOMIRA;LOKACIJA KOČEVJE;KOČEVJE;1330 KOČEVJE;230;Psihiatrija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;048;KOČEVJE;5;0;4
12822;;12822;;03;AHLIN-ROTAR DRAGOMIRA;LOKACIJA ILIRSKA BISTRICA;ILIRSKA BISTRICA;6250 ILIRSKA BISTRICA;230;Psihiatrija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;038;ILIRSKA BISTRICA;3;0;4
12829;;12829;;00;BORISLAVA LOVŠIN - PSIHIATRIČNA ORDINACIJA;;AŽBETOVA ULICA 4;1000 LJUBLJANA;230;Psihiatrija v specialistični zunajbolnišnični dejavnosti;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;1
12839;;12839;;00;MARJANA GROSEK PŠENIČNIK - ORDINACIJA SPLOŠNE MEDICINE;;DUNAJSKA CESTA 22;1000 LJUBLJANA;302;Splošna in družinska medicina;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;2
12839;;12839;;00;MARJANA GROSEK PŠENIČNIK - ORDINACIJA SPLOŠNE MEDICINE;;DUNAJSKA CESTA 22;1000 LJUBLJANA;346;Javno zdravje v splošni zunajbolnišnični dejavnosti;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;0;2
12843;;12843;;00;DENTISSA;;CESTA 19. OKTOBRA 57;1386 STARI TRG PRI LOŽU;404;Splošno zobozdravstvo;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;065;LOŠKA DOLINA;5;1;1
12845;;12845;;00;KATJA KNOL GREGORIČ - ZOBNA AMBULANTA;;SAVSKA CESTA 10;1000 LJUBLJANA;404;Splošno zobozdravstvo;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;1
12849;;12849;;00;ZZ REVITA;;PERIČEVA ULICA 31;1000 LJUBLJANA;302;Splošna in družinska medicina;2;ZASEBNI ZAVOD;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;2
12849;;12849;;01;ZZ REVITA;LOK.KOMENDA;GLAVARJEVA 61A;1218 KOMENDA;302;Splošna in družinska medicina;2;ZASEBNI ZAVOD;01;OSNOVNO ZDRAVSTVO;164;KOMENDA;5;0;2
12851;;12851;;00;MEDICUS D.O.O.;;LINHARTOVA CESTA 15;1000 LJUBLJANA;231;Radiologija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;2
12851;;12851;;02;MEDICUS D.O.O.;LOK.BARJANSKA;BARJANSKA CESTA 62D;1000 LJUBLJANA;231;Radiologija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;2
12860;;12860;;00;MEDICO - DENTES D.O.O.;;VODOVODNA CESTA 109;1000 LJUBLJANA;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;2;ZASEBNI ZAVOD;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;2
12860;;12860;;01;MEDICO-DENTES  D.O.O. LJUBLJANA;ZOBOZDRAVSTVENA ORDINACIJA;TOLSTOJEVA 63;1000 LJUBLJANA;404;Splošno zobozdravstvo;2;ZASEBNI ZAVOD;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;0;2
14391;;12861;14391;00;ŽELEZARNA RAVNE D.O.O. - V STEČAJU;;KOROŠKA CESTA 14;2390 RAVNE NA KOROŠKEM;302;Splošna in družinska medicina;4;OSTALO;01;OSNOVNO ZDRAVSTVO;103;RAVNE NA KOROŠKEM;9;1;1
12863;;12863;;00;OLGA LOŽAR - SPLOŠNA AMBULANTA ZGORNJE JARŠE;;KAMNIŠKA CESTA 24;1235 RADOMLJE;302;Splošna in družinska medicina;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;023;DOMŽALE;5;1;1
12866;;12866;;00;AERODENT D.O.O.;;BRIGADIRSKA CESTA 16;1360 VRHNIKA;404;Splošno zobozdravstvo;2;ZASEBNI ZAVOD;01;OSNOVNO ZDRAVSTVO;140;VRHNIKA;5;1;1
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;203;Dermatovenerologija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;1;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;205;Gastroenterologija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;206;Ginekologija in porodništvo v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;209;Interna medicina v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;210;Internistična onkologija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;211;Kardiologija in vaskularna medicina v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;218;Nevrologija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;222;Ortopedska kirurgija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;228;Plastična, rekonstrukcijska in estetska kirurgija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;230;Psihiatrija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;231;Radiologija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;234;Splošna kirurgija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;239;Urologija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;302;Splošna in družinska medicina;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;404;Splošno zobozdravstvo;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;706;Urejanje zdravstva, izobraževanja, kulturnih in drugih socialnih storitev;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12867;;12867;;00;ZZ ZDRAVJE, LJUBLJANA;;SMOLETOVA ULICA 18;1000 LJUBLJANA;714;Zobotehnika;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;0;17
12871;;12871;;00;MELIK STOJAN;ZOBOTEHNIK;DOLENJSKA CESTA 83;1000 LJUBLJANA;714;Zobotehnika;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;1
12873;;12873;;00;DUŠAN WEBER - ZOBOTEHNIŠKI LABORATORIJ;;KARLOVŠKA CESTA 13;1000 LJUBLJANA;714;Zobotehnika;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;1
12875;;12875;;00;BCB D.O.O.;;CESTA V MESTNI LOG 55;1000 LJUBLJANA;228;Plastična, rekonstrukcijska in estetska kirurgija v specialistični zunajbolnišnični dejavnosti;2;ZASEBNI ZAVOD;02;SPECIALISTIČNA AMBULANTA;061;LJUBLJANA;5;1;1
12878;;12878;;00;STUDIO DENT D.O.O., LJUBLJANA;;CELOVŠKA CESTA 106;1000 LJUBLJANA;404;Splošno zobozdravstvo;2;ZASEBNI ZAVOD;01;OSNOVNO ZDRAVSTVO;061;LJUBLJANA;5;1;1
12881;;12881;;00;JOVAN MIJATOVIČ - ZOBNA AMBULANTA;;LAZE V TUHINJU 29;1219 LAZE V TUHINJU;404;Splošno zobozdravstvo;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;043;KAMNIK;5;1;1
12885;;12885;;00;POLONCA KERŠIČ - STOMATOLOGINJA;;CESTA 6. MAJA 11;1360 VRHNIKA;401;Čeljustna in zobna ortopedija;3;ZASEBNI ZDR.DELAVEC;01;OSNOVNO ZDRAVSTVO;140;VRHNIKA;5;1;1
